Code,Name,Date,Time,Last,Prev,Open,High,Low,Change,ChangePct,Volume,AmplitudePct,Bid1P,Bid1V,Bid2P,Bid2V,Bid3P,Bid3V,Bid4P,Bid4V,Bid5P,Bid5V,Ask1P,Ask1V,Ask2P,Ask2V,Ask3P,Ask3V,Ask4P,Ask4V,Ask5P,Ask5V,InnerTotal,OuterTotal
2330,台積電,20250818,13:30:00,1180,1180,1170,1185,1170,0,0.00,18140,1.27,1180.00,753,1175.00,2359,1170.00,2659,1165.00,1890,1160.00,3502,1185.00,1378,1190.00,1361,1195.00,1118,1200.00,2011,1205.00,601,11163,6469
